utterance,intent
round trip flights from salt lake city to cincinnati nonstop flights if possible ,flight
what flights go from dallas to san francisco before 6 o'clock sunday afternoon ,flight
show me the earliest flight from denver to las vegas ,flight
delta flights from san francisco please ,flight
show me a list of flights from boston to atlanta leaving after noon and arriving before 7 pm ,flight
leaving washington going to san francisco the latest flight ,flight
please give me the cheapest flight from denver to pittsburgh ,flight
i would like information on flights from oakland california to dallas leaving on sunday morning ,flight
what airlines fly from new york to milwaukee to los angeles ,airline
what are the afternoon flights between washington and boston ,flight
please give me flight schedules from pittsburgh to philadelphia ,flight
does american airlines fly from boston to san francisco ,flight
please give me flight schedules from baltimore to philadelphia ,flight
are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines ,flight
from denver to pittsburgh on april twenty first i need the cheapest flight ,flight
what is the earliest flight from boston to washington ,flight
what are my choices of flights to get from charlotte to minneapolis arriving about 7 pm in minneapolis ,flight
what flights leave from newark to los angeles in the afternoon ,flight
i'd like to find a flight between dallas and philadelphia ,flight
what is the cheapest way to travel round trip from milwaukee to san francisco ,flight
show me the airlines ,airline
is there any flight leaving washington around 3 o'clock for denver ,flight
what flights available between pittsburgh and baltimore on august eleventh ,flight
what does restriction ap 57 mean ,abbreviation
flights from newark to boston ,flight
show flights leaving boston on wednesday morning and arriving in denver ,flight
on july twenty third all flights on american airlines from philadelphia to san francisco ,flight
i'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this ,flight
what's the cheapest round trip fare between boston and washington ,airfare
nonstop flights from new york city to las vegas on sunday ,flight
display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight ,flight
show me all daily flights between milwaukee and orlando ,flight
find me a flight from boston to san francisco with a layover in denver ,flight
how much does it cost to fly eastern airlines from atlanta to boston ,airfare
i would like to fly from boston to denver early in the morning ,flight
list all the flights from charlotte to atlanta that return around 7 pm ,flight
i need a listing of flights from kansas city missouri to salt lake city utah ,flight
i'd like a flight from detroit to st. petersburg for tuesday ,flight
show me the airlines that fly from denver to san francisco ,airline
what flights are available from boston to denver ,flight
what flights do you have between pittsburgh and atlanta ,flight
i want to arrive in detroit around 6 pm and i'm leaving from chicago ,flight
show me what flights are available from baltimore to dallas with economy fares ,flight
show me the most expensive one way flight from detroit to westchester county ,flight
round trip fare from baltimore to philadelphia less than 1000 dollars ,airfare
which airlines fly from toronto to san diego and have a stopover in denver ,airline
what are the coach fares from charlotte to la wednesday night ,airfare
could you tell me what the abbreviation us stands for ,abbreviation
could you give me a flight between pittsburgh and philadelphia ,flight
show me the flights from san diego to newark ,flight
can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm ,flight
what is the latest flight from philadelphia to boston ,flight
what are the flights from baltimore to dallas on sunday afternoon ,flight
